id,question,answer
71zUfUJBZjL,Are spoons present in the image?,No
71zUfUJBZjL,"The items mention ""toddler"". What age group are these bowls suggested for?",Toddler
71zUfUJBZjL,Is a brand name visible on the bowls?,No
71zUfUJBZjL,Can you confirm from the image alone if these bowls are specifically designed for travel?,Unclear
510fER7YVHL,What type of furniture is in the image?,Chair
510fER7YVHL,What color are the cushions on the chair?,Grey
510fER7YVHL,Is the frame of the chair made of wood?,Yes
510fER7YVHL,Does the chair have armrests?,Yes
510fER7YVHL,Are there two cushions on the chair?,Yes
510fER7YVHL,Does the chair appear to be foldable?,No
510fER7YVHL,Is the frame constructed from interlocking pieces?,Yes
510fER7YVHL,Are the cushions permanently fixed to the frame?,No
510fER7YVHL,Does the chair appear to be designed for children?,No
510fER7YVHL,Are visible screws used in the primary frame assembly?,No
81AfF5XIFUL,What is the first word of the brand name on the bag?,Wickedly
81AfF5XIFUL,What type of mix is shown on the bag?,Trail
81AfF5XIFUL,Is the product stated to be sprouted?,Yes
81AfF5XIFUL,What fruit starting with M is listed as an ingredient?,Mulberries
81AfF5XIFUL,What color are the side strips on the bag?,Purple
81AfF5XIFUL,"Besides 'Organic', what other dietary restriction is mentioned starting with 'G'?",Gluten
81AfF5XIFUL,What type of beans are listed as an ingredient source?,Cacao
81AfF5XIFUL,"What word follows 'Fruits,' in the product name?",Seeds
81AfF5XIFUL,What word follows 'Seeds' in the product name?,Nuts
81AfF5XIFUL,What specific ingredient shown falling from the top is also listed by name?,Cashews
91u0M07Mo6L,What is the primary color?,Gray
91u0M07Mo6L,How many pillows are visible?,Two
91u0M07Mo6L,What pattern is on the bedding?,Plaid
91u0M07Mo6L,Is the background color white?,Yes
91u0M07Mo6L,Is this item a towel?,No
91u0M07Mo6L,Are the checks perfectly square?,No
91u0M07Mo6L,Is the brand logo visible?,No
91u0M07Mo6L,Does the pattern use only one shade of gray?,No
91u0M07Mo6L,Would this typically be found in a bathroom?,No
91u0M07Mo6L,Does the bedding appear thick?,Yes
81QuV7Vk-9L,What type of object is shown?,VASE
81QuV7Vk-9L,What material is this object likely made of?,ceramic
81QuV7Vk-9L,Does the object have a pattern?,yes
81QuV7Vk-9L,What is the main color of the object's surface?,white
81QuV7Vk-9L,What color is the pattern?,natural
81QuV7Vk-9L,What geometric shape is repeated in the pattern?,diamond
81QuV7Vk-9L,Is the bottom base a different color?,yes
81QuV7Vk-9L,Could this item be used for decoration?,yes
81QuV7Vk-9L,Is the pattern covering the entire body?,no
81QuV7Vk-9L,Can this item be placed on a table?,yes
71PwdhRd6rL,What kind of object is shown in the picture?,Case
71PwdhRd6rL,What sweet food is featured on the design?,Macarons
71PwdhRd6rL,How many main horizontal rows of macarons are visible?,Six
71PwdhRd6rL,What color are the macarons in the second row from the top?,Purple
71PwdhRd6rL,Does the text describe this as a phone cover?,Yes
71PwdhRd6rL,"According to the text, what brand name is associated with this item?",Solimo
71PwdhRd6rL,Does the text specify the compatibility of this case with a particular phone brand?,Yes
71PwdhRd6rL,Is the text indicating that this is a 'hard case'?,Yes
71PwdhRd6rL,Are all the visible macarons identical in color?,No
71PwdhRd6rL,Does the text mention the term '3D'?,Yes
61DslU1f9lL,What item is being shown?,Case
61DslU1f9lL,What is the color of the phone case?,Clear
61DslU1f9lL,What material is the case made of?,TPU
61DslU1f9lL,What brand is associated with the case?,Amazon
61DslU1f9lL,Is the case flexible or rigid?,Flexible
61DslU1f9lL,What type of phone camera is visible?,Popup
61DslU1f9lL,Is there a screen notch visible on the phone?,No
61DslU1f9lL,What part of the phone is primarily shown in the case?,Front
61DslU1f9lL,Is the pattern on the screen wallpaper straight or curved?,Curved
61DslU1f9lL,What specific phone model is this case for?,Realme
91bYbn4u+mL,What type of furniture is this?,Chair
91bYbn4u+mL,What color is the chair?,Grey
91bYbn4u+mL,Is the chair a recliner?,Yes
91bYbn4u+mL,Does the chair have armrests?,Yes
91bYbn4u+mL,Is more than one chair shown?,No
91bYbn4u+mL,What material covers the chair?,Fabric
91bYbn4u+mL,Is this a manual or power recliner?,Power
91bYbn4u+mL,Does the chair have studs on the sides?,Yes
91bYbn4u+mL,What is the top cushion section called?,Headrest
91bYbn4u+mL,Is the chair designed for multiple occupants?,No
71USNhSptzL,What type of accessory is pictured?,Cover
71USNhSptzL,What is the main item shown?,Case
71USNhSptzL,What style of art is on the case?,Abstract
71USNhSptzL,Does the image show the front or back?,Back
71USNhSptzL,What bright color is at the bottom?,Red
71USNhSptzL,What texture is mentioned for the case?,Hard
71USNhSptzL,Is there a hole for a camera?,Yes
71USNhSptzL,What brand of phone is mentioned repeatedly in the list?,Nokia
71USNhSptzL,Does the design look like a photograph or painting?,Painting
71USNhSptzL,Is the cover described as being 3D printed?,Yes
71A-3HaMCmL,What item is pictured?,case
71A-3HaMCmL,What is the shape of the large red design?,Heart
71A-3HaMCmL,What word appears on the case?,love
71A-3HaMCmL,What is the main color of the background pattern?,Pink
71A-3HaMCmL,What kind of pattern is on the background?,Checkered
71A-3HaMCmL,What color is the writing on the heart?,Black
71A-3HaMCmL,How many distinct openings are visible at the top left?,Two
71A-3HaMCmL,What color are the decorations along the bottom edge?,Pink
71A-3HaMCmL,What texture do the bottom decorations resemble?,Fluff
71A-3HaMCmL,What is the second most dominant color after pink?,Red
91AgsDgNATL,What is pictured?,Shoe
91AgsDgNATL,What color is the sole of the shoe?,White
91AgsDgNATL,Does the shoe have laces?,Yes
91AgsDgNATL,What is the main color of the shoe's upper?,Black/Grey
91AgsDgNATL,Is this image showing a pair of shoes?,No
91AgsDgNATL,What type of footwear is shown?,Sneaker
91AgsDgNATL,Can you read the short brand text on the tongue?,SYM
91AgsDgNATL,Is the upper material knit?,Yes
91AgsDgNATL,Is the shoe angled?,Yes
91AgsDgNATL,Is there a bright accent color?,Yes
7186fztyMCL,What color are the grips on the clips?,Black
7186fztyMCL,What material is the wooden bar?,Wood
7186fztyMCL,How many hangers are in the stack?,Ten
7186fztyMCL,What material is the hook?,Metal
7186fztyMCL,Is the background white?,Yes
7186fztyMCL,What type of garment is these hangers typically used for?,Skirts
7186fztyMCL,What is the function of the black material on the clips?,Grip
7186fztyMCL,Is the wooden bar a single piece or composed of multiple pieces?,Single
7186fztyMCL,What describes the surface of the metal hooks?,Shiny
7186fztyMCL,Does this image show clothing items?,No
71euF8xe8lL,What kind of electronic accessory is shown?,Case
71euF8xe8lL,What color is the top half of the design?,Red
71euF8xe8lL,Does the case have a hole for a camera?,Yes
71euF8xe8lL,Are there water drops in the design?,Yes
71euF8xe8lL,Is the design split into two parts?,Yes
71euF8xe8lL,What material is this case listed as being made from?,Silicone
71euF8xe8lL,Does the bottom section appear brighter than the top section?,Yes
71euF8xe8lL,"What specific mobile part does the case cover, according to the description?",Back
71euF8xe8lL,On what surface are the water drops depicted in the design?,Glass
71euF8xe8lL,Is the split in the design straight or curved?,Straight
71NDmk3QhpL,What type of footwear is shown?,Sandal
71NDmk3QhpL,What color is the sandal?,Gold
71NDmk3QhpL,Does the sandal have an ankle strap?,Yes
71NDmk3QhpL,Is this a single shoe or a pair?,Shoe
71NDmk3QhpL,Is the sandal flat or heeled?,Flat
71NDmk3QhpL,How many main straps cross the foot?,Three
71NDmk3QhpL,Is the toe strap a ring or multiple straps?,Ring
71NDmk3QhpL,What type of finish do the straps have?,Metallic
71NDmk3QhpL,Does the sole appear thick or thin?,Thin
71NDmk3QhpL,Are the sandal straps flat or rounded?,Flat
91L88GnQqjL,What color is the case?,Red
91L88GnQqjL,What gaming console is inside the case?,Switch
91L88GnQqjL,What type of item is shown?,Case
91L88GnQqjL,How many controllers are attached to the console?,Two
91L88GnQqjL,Is the carrying case open?,Yes
91L88GnQqjL,What color is the left controller?,Blue
91L88GnQqjL,What accessory is next to the black dock?,Cable
91L88GnQqjL,What is the primary shape of the open case?,Rectangle
91L88GnQqjL,Is the case suitable for travel?,Yes
91L88GnQqjL,Are any game cartridges visible in the case?,No
71YjkDdGKfL,What is the main object in the image?,Suitcase
71YjkDdGKfL,What color is the suitcase?,Black
71YjkDdGKfL,How many wheels are visible on the suitcase?,Four
71YjkDdGKfL,Does the suitcase have a telescoping handle?,Yes
71YjkDdGKfL,What brand is associated with this item in the context?,AmazonBasics
71YjkDdGKfL,Does the suitcase appear to be made of a rigid material?,Yes
71YjkDdGKfL,Are there handles visible on the side of the suitcase?,Yes
71YjkDdGKfL,"Based on its design with four spinner wheels, is it likely easy to maneuver?",Yes
71YjkDdGKfL,Can you see a brand logo on the suitcase?,Yes
71YjkDdGKfL,Does the context mention brands other than AmazonBasics?,Yes
71dO3+knX7L,What is the main shape of the pendant?,Heart
71dO3+knX7L,What color is the metal of the necklace?,Rose
71dO3+knX7L,Does the pendant have stones?,Yes
71dO3+knX7L,Is this piece of jewelry a necklace?,Yes
71dO3+knX7L,Is there a reflection shown in the image?,Yes
71dO3+knX7L,How many distinct heart shapes are featured in the pendant design?,Three
71dO3+knX7L,What type of chain does the necklace appear to have?,Rope
71dO3+knX7L,What kind of gemstone is set in the pendant?,Diamond
71dO3+knX7L,What material is used to pave the outer heart outline?,Diamond
71dO3+knX7L,"Based on the provided text, for which holiday is this jewelry suitable?",Valentines
71BjuGVK3qL,What is the main color of the case?,Yellow
71BjuGVK3qL,What item of clothing is visible on the legs?,Socks
71BjuGVK3qL,Are the legs crossed?,Yes
71BjuGVK3qL,What type of object is this?,Phone case
71BjuGVK3qL,What footwear is depicted?,Sneakers
71BjuGVK3qL,What style of sneakers is shown?,High-top
71BjuGVK3qL,How many stripes are on one of the socks?,Three
71BjuGVK3qL,What color is the visible border of the sole?,White
71BjuGVK3qL,Is there a cutout for a fingerprint sensor on the back?,Yes
71BjuGVK3qL,What shape is the main camera cutout?,Oval
61i7KZa+dqL,What is the main color of the planter?,Black
61i7KZa+dqL,What object is the planter sitting on?,Stand
61i7KZa+dqL,Does the planter have a smooth surface?,No
61i7KZa+dqL,What shape is the top opening of the planter?,Round
61i7KZa+dqL,How many legs does the stand appear to have?,Three
61i7KZa+dqL,What geometric shape is repeated in the middle pattern band?,Diamond
61i7KZa+dqL,Is the stand likely made of wood?,Yes
61i7KZa+dqL,Is there a plant visible inside the planter?,No
61i7KZa+dqL,Does the style suggest a Mid-Century design?,Yes
61i7KZa+dqL,What type of container is this primarily?,Planter
91DjoCpQktL,What is the color of the sheet shown?,Blue
91DjoCpQktL,What type of bedding item is pictured?,Sheet
91DjoCpQktL,Does the sheet appear smooth?,Yes
91DjoCpQktL,What is the first word of the brand name listed?,Amazon
91DjoCpQktL,What furniture item is the sheet on?,Bed
91DjoCpQktL,Does the visual texture resemble fleece?,No
91DjoCpQktL,Could this sheet be designed for a king bed?,Yes
91DjoCpQktL,Does the fitted corner look tight?,Yes
91DjoCpQktL,Is cotton a possible material based on the text?,Yes
91DjoCpQktL,Does the image show the entire sheet?,No
51USpI+LF8L,What is the object shown?,Lid
51USpI+LF8L,What is the main color?,Gray
51USpI+LF8L,Is the shape rectangular?,Yes
51USpI+LF8L,Does it have a flap?,Yes
51USpI+LF8L,Is this a full trash can?,No
51USpI+LF8L,"Based on the metadata, is the color gray?",Yes
51USpI+LF8L,What material is the lid likely made of?,Plastic
51USpI+LF8L,What is the purpose of the top opening?,Entry
51USpI+LF8L,Does this lid fit a non-rectangular can?,No
51USpI+LF8L,Is this lid typically used indoors?,Yes
71QxCo-LdsL,What type of accessory is shown?,CASE
71QxCo-LdsL,What kind of design is featured on the cover?,BLOSSOM
71QxCo-LdsL,What brand is listed for this item?,SOLIMO
71QxCo-LdsL,Does the case have a cut-out for a logo?,YES
71QxCo-LdsL,What color are the most prominent flowers?,PINK
71QxCo-LdsL,What specific phone model is this case designed for?,IPHONE7
71QxCo-LdsL,What material is mentioned for the case?,SILICONE
71QxCo-LdsL,What type of case style is specified?,FASHION
71QxCo-LdsL,Is the case described as being rigid or flexible?,FLEXIBLE
71QxCo-LdsL,Is the design applied via printing?,PRINTED
713nqL6Zi6L,What type of object is shown?,Case
713nqL6Zi6L,What is the primary style of the case?,Designer
713nqL6Zi6L,What famous landmark is visible?,Eiffel
713nqL6Zi6L,Is this case rigid or flexible?,Flexible
713nqL6Zi6L,What is the main theme of the design?,Paris
713nqL6Zi6L,"Based on the description, what material is the case made of?",Silicone
713nqL6Zi6L,What year is the Samsung phone model for this case?,2016
713nqL6Zi6L,Is this case a front or back cover?,Back
713nqL6Zi6L,What is the likely brand of this case according to the tags?,Solimo
713nqL6Zi6L,Does the design feature only a single city?,No
61j9TBQjmzL,What kind of product is this?,Case
61j9TBQjmzL,What is the main color of the case?,Brown
61j9TBQjmzL,What type of cover is it?,Flip
61j9TBQjmzL,Can this case hold cards?,Yes
61j9TBQjmzL,Does the case have a stand?,Yes
61j9TBQjmzL,What material is the cover made of?,Leather
61j9TBQjmzL,What phone brand is this case for?,Vivo
61j9TBQjmzL,How many card slots are visible?,Three
61j9TBQjmzL,What feature allows the phone to stand?,Stand
61j9TBQjmzL,How is the quality described?,Premium
A1yvZLKAH+S,What is the primary color of the mat?,Sand
A1yvZLKAH+S,What type of object is depicted?,Mat
A1yvZLKAH+S,Is the mat completely flat?,No
A1yvZLKAH+S,Is the background color white?,Yes
A1yvZLKAH+S,Can a portion of the mat's underside be seen?,Yes
A1yvZLKAH+S,"According to the provided data, what brand is associated with this item?",Pinzon
A1yvZLKAH+S,"Based on the given labels, what room is this mat likely intended for?",Bathroom
A1yvZLKAH+S,What is the pattern observed on the bottom side of the mat?,Ribbed
A1yvZLKAH+S,Is the top surface of the mat uniform in color and texture?,Yes
A1yvZLKAH+S,"Based on its appearance, is the mat likely soft or hard?",Soft
41-2pn0lvbL,How many corner shelves are shown?,Two
41-2pn0lvbL,What material is the main shelf surface?,Glass
41-2pn0lvbL,What type of wall location are these shelves designed for?,Corner
41-2pn0lvbL,What material are the support brackets likely made of?,Metal
41-2pn0lvbL,Are these shelves designed for flat wall installation?,No
41-2pn0lvbL,What common bathroom item might be placed on such a shelf?,Soap
41-2pn0lvbL,Are these shelves likely suitable for use in humid environments?,Yes
41-2pn0lvbL,What method is likely used to install these shelves onto a wall?,Screws
41-2pn0lvbL,Do the shelves feature a front retaining rail?,Yes
41-2pn0lvbL,Is the primary shape of the shelf surface triangular?,Yes
71lT5gvI07L,What color is the chair?,Grey
71lT5gvI07L,How many wheels does the chair have?,Five
71lT5gvI07L,Does the chair have armrests?,Yes
71lT5gvI07L,What type of object is shown?,Chair
71lT5gvI07L,Is the chair on a carpet?,No
71lT5gvI07L,"Based on the tags, is a high weight capacity mentioned?",Yes
71lT5gvI07L,What type of chair does this appear to be?,Office
71lT5gvI07L,"According to the tags, what material is suggested for the base?",Steel
71lT5gvI07L,Are the armrests height adjustable based on the image?,No
71lT5gvI07L,Is this chair designed for children according to the tags?,No
71Ox8XATQ5L,What type of product is shown?,Case
71Ox8XATQ5L,What is the base color of the case?,Black
71Ox8XATQ5L,What color is the design on the case?,White
71Ox8XATQ5L,Is the case flexible?,Yes
71Ox8XATQ5L,What celestial body is repeatedly shown?,Moon
71Ox8XATQ5L,"What material is this case likely made of, according to the information?",Silicone
71Ox8XATQ5L,Is the case designed for a specific phone model?,Yes
71Ox8XATQ5L,"What type of cover is this, referring to its shape?",Back
71Ox8XATQ5L,"What is the design style called, as per the description?",Designer
71Ox8XATQ5L,Is the design on the case printed?,Yes
61v9KmqhdNL,What type of product is shown in the image?,Case
61v9KmqhdNL,What kind of people are depicted on the cover?,Couples
61v9KmqhdNL,Is this phone case a front or back cover?,Back
61v9KmqhdNL,What is the main color of the phone case?,Black
61v9KmqhdNL,Does the design feature humans or objects?,Humans
61v9KmqhdNL,"According to the list, what brand is this product?",Solimo
61v9KmqhdNL,What specific weather condition is shown in the design?,Rain
61v9KmqhdNL,"For which phone model is this case designed, according to the list?",Vivo
61v9KmqhdNL,"Based on the attributes, what material is the case potentially made of?",TPU
61v9KmqhdNL,What is depicted standing together on the case design?,Couples
61+OwxFarlL,What is the brand name on the case?,UMI
61+OwxFarlL,What color is the charging case?,Silver
61+OwxFarlL,Is the case open?,Yes
61+OwxFarlL,Is this item for your ears?,Yes
61+OwxFarlL,Are there two earbud slots visible?,Yes
61+OwxFarlL,Is one earbud outside the case?,Yes
61+OwxFarlL,Do these earphones appear wired?,No
61+OwxFarlL,Is the item a type of headphone?,Yes
61+OwxFarlL,Can the case store two earbuds?,Yes
61+OwxFarlL,Are these likely used with Bluetooth?,Yes
81PT9Yjf7kL,What type of jewelry is shown?,Ring
81PT9Yjf7kL,What shape is the ring?,X
81PT9Yjf7kL,What color is the metal?,Rose
81PT9Yjf7kL,What color are the stones?,Clear
81PT9Yjf7kL,Is this item for women?,Yes
81PT9Yjf7kL,What number is stamped on the ring?,925
81PT9Yjf7kL,What stone type in the list starts with C?,CZ
81PT9Yjf7kL,Does the list mention Swarovski?,Yes
81PT9Yjf7kL,Is this jewelry categorized as Fine?,Yes
81PT9Yjf7kL,What is a common term for the stones from the list?,Simulated
71zpqKsE86L,What object is shown?,Case
71zpqKsE86L,What pattern is visible?,Chevron
71zpqKsE86L,What color are the non-black stripes?,Gold
71zpqKsE86L,Does the gold area appear smooth?,No
71zpqKsE86L,Is a camera cutout present?,Yes
71zpqKsE86L,How many cameras might the cutout fit?,Two
71zpqKsE86L,What color is the round dot near the camera?,Blue
71zpqKsE86L,Are the chevrons oriented vertically?,Yes
71zpqKsE86L,Can the side edges of the case be seen?,No
71zpqKsE86L,Does the pattern cover the whole back?,Yes
71NKoF9bZsL,What product type is shown?,case
71NKoF9bZsL,Name one primary color in the pattern.,blue
71NKoF9bZsL,Is the cover for the front or back of the phone?,back
71NKoF9bZsL,Is this case described as soft or hard?,hard
71NKoF9bZsL,Does the case have a camera opening?,yes
71NKoF9bZsL,What manufacturing method is suggested in the list?,3D
71NKoF9bZsL,Is the pattern abstract or representational?,abstract
71NKoF9bZsL,Which phone brand is listed most frequently?,Motorola
71NKoF9bZsL,"Based on a listed item, could this cover have texture?",yes
71NKoF9bZsL,Is any brand logo visible on the case?,no
71oH0iEfvqL,What object is in the image?,Shoe
71oH0iEfvqL,What color is the sole of the shoe?,White
71oH0iEfvqL,What color are the shoelaces?,Navy
71oH0iEfvqL,How many shoes are shown?,One
71oH0iEfvqL,What is the primary color of the upper?,Navy
71oH0iEfvqL,What is the likely brand name on the tongue?,Fusefit
71oH0iEfvqL,Describe the pattern on the white sole.,Wavy
71oH0iEfvqL,Are the accent lines on the side one color or multiple?,Multiple
71oH0iEfvqL,What color is the highlighted patch near the front?,Red
71oH0iEfvqL,Does the upper material appear solid or ventilated?,Ventilated
61PdL-pCCYL,What is the main item shown?,Case
61PdL-pCCYL,What color is the background of the phone case?,Black
61PdL-pCCYL,What kind of dessert is patterned on the case?,Cupcakes
61PdL-pCCYL,Does the case have a multi-colored pattern?,Yes
61PdL-pCCYL,Is there a cutout visible at the top of the case?,Yes
61PdL-pCCYL,"Based on the keywords, which brand is this case associated with?",Solimo
61PdL-pCCYL,"Based on the keywords, which phone manufacturer is this case designed for?",Vivo
61PdL-pCCYL,How many complete cupcakes are clearly visible?,Five
61PdL-pCCYL,What specific fruit is depicted on top of some cupcakes?,Cherry
61PdL-pCCYL,Is the case designed to protect the camera area?,Yes
71fIxGOp84L,What type of personal care product is this?,Gel
71fIxGOp84L,What number is displayed in the brand logo?,365
71fIxGOp84L,Does the product contain mint?,Yes
71fIxGOp84L,What is the main color of the bottle?,White
71fIxGOp84L,Is the plant pictured on the label green?,Yes
71fIxGOp84L,What is one word from the full primary product title on the label?,Shower
71fIxGOp84L,What is the volume of the bottle in fluid ounces?,32
71fIxGOp84L,"What is written in small letters below ""365""?",Everyday
71fIxGOp84L,What is one ingredient listed in the small text below the product title?,Mint
71fIxGOp84L,How many green leaves are clearly visible on the stem pictured?,Three
71RTnfAQDiL,What kind of bird is pictured?,Parrot
71RTnfAQDiL,What is the main color of the bird's belly?,Yellow
71RTnfAQDiL,What is the bird perched on?,Branch
71RTnfAQDiL,What item is shown in the image?,Case
71RTnfAQDiL,Is the image printed flat or raised?,Raised
71RTnfAQDiL,What type of environment does the background suggest?,Jungle
71RTnfAQDiL,Is there a cutout visible at the top?,Yes
71RTnfAQDiL,What is the primary function of this product?,Protection
71RTnfAQDiL,Which direction is the bird looking?,Right
71RTnfAQDiL,What kind of printing technique is indicated?,Textured
81irAOWvByL,What object is shown in the image?,Case
81irAOWvByL,What is the primary color of the phone case?,Blue
81irAOWvByL,What pattern is visible on the case?,Droplets
81irAOWvByL,Is this a front or back phone cover?,Back
81irAOWvByL,Does the case have a camera cutout?,Yes
81irAOWvByL,"Based on the features, is this case likely for a Nokia or Motorola phone?",Motorola
81irAOWvByL,What kind of weather or environment might this pattern represent?,Rain
81irAOWvByL,Is the pattern composed of many small circles or lines?,Circles
81irAOWvByL,Is there a recognizable brand logo visible on the case in the image?,No
81irAOWvByL,"What specific feature is present at the bottom of the case, likely for connectivity?",Pins
71rt-sB00gL,What kind of product is shown?,Case
71rt-sB00gL,What color is in the center of the swirl?,Blue
71rt-sB00gL,Is this cover for the front or back?,Back
71rt-sB00gL,Is the main design abstract?,Yes
71rt-sB00gL,Does the text say it's a hard case?,Yes
71rt-sB00gL,Does the text mention Xiaomi compatibility?,Yes
71rt-sB00gL,What printing method is mentioned in the text?,3D
71rt-sB00gL,Which phone brand is mentioned most in the text?,Vivo
71rt-sB00gL,Can the phone's side buttons be seen in the image?,No
71rt-sB00gL,"Based on the image, are there any visible ports on the bottom?",No
81GqcG1qQZL,What type of food is in the bag?,Beans
81GqcG1qQZL,What color are the beans?,Black
81GqcG1qQZL,What is the brand name on the bag?,365
81GqcG1qQZL,Is this product labeled as organic?,Yes
81GqcG1qQZL,What is the net weight in pounds?,One
81GqcG1qQZL,"Based on the packaging, are these beans likely dried or cooked?",Dried
81GqcG1qQZL,What nutrient is listed below the fiber benefit?,Potassium
81GqcG1qQZL,Is this product typically considered suitable for vegetarians?,Yes
81GqcG1qQZL,Does the bag indicate it is resealable?,Yes
81GqcG1qQZL,What Spanish term for beans appears in the provided list?,Frijoles
71DseYrGjJL,What is the primary color of the phone case?,Black
71DseYrGjJL,What color are the designs on the case?,White
71DseYrGjJL,Is this a back case or a front case?,Back
71DseYrGjJL,Does the case have any patterns?,Yes
71DseYrGjJL,What type of item is shown in the image?,Case
71DseYrGjJL,Describe the overall style of the white pattern.,Floral
71DseYrGjJL,Is the pattern covering the entire back or focused on a specific area?,Edges
71DseYrGjJL,What shape is the cutout in the upper left corner designed for?,Rectangle
71DseYrGjJL,"Based on the design, is the style minimalist or decorative?",Decorative
71DseYrGjJL,What specific phone model is mentioned in the description for this case?,Oppo
A1n1jktoLeL,What plant is pictured in the frame?,Artichoke
A1n1jktoLeL,What color is the main object?,Green
A1n1jktoLeL,What color is the frame?,Brown
A1n1jktoLeL,Is the image framed?,Yes
A1n1jktoLeL,How many primary objects are shown?,One
A1n1jktoLeL,Is there writing on the artwork?,Yes
A1n1jktoLeL,What type of writing is used?,Cursive
A1n1jktoLeL,Is a mat used in the frame?,Yes
A1n1jktoLeL,What is the likely botanical classification of the object?,Bud
A1n1jktoLeL,Is the background plain?,Yes
71FiTP3Dv+L,What item is shown in the image?,Case
71FiTP3Dv+L,What is the primary color in the upper section?,Red
71FiTP3Dv+L,What is the pattern on the surface?,Droplets
71FiTP3Dv+L,Is there a hole near the top edge?,Yes
71FiTP3Dv+L,What part of a phone is this designed for?,Back
71FiTP3Dv+L,What kind of texture do the pattern elements resemble?,Water
71FiTP3Dv+L,How is the color scheme divided?,Diagonally
71FiTP3Dv+L,"Based on the cutout, where is the camera likely located on the phone?",Corner
71FiTP3Dv+L,Does the image suggest the case covers the screen?,No
71FiTP3Dv+L,What weather condition does the pattern suggest?,Rain
71Yke0yX9mL,What is the main object shown?,Case
71Yke0yX9mL,What container is pictured on the case?,Bottle
71Yke0yX9mL,What color is the straw?,Yellow
71Yke0yX9mL,What plant is visible in the bottle image?,Mint
71Yke0yX9mL,What fruit is shown in the bottle image?,Lemon
71Yke0yX9mL,"According to the keywords, what is one type of cover this is?",mobile
71Yke0yX9mL,"Based on the visible cutout and keywords, which phone brand is likely compatible?",Samsung
71Yke0yX9mL,Does the image definitively show this is a hard case?,No
71Yke0yX9mL,Does the image provide visual evidence of 3D printing?,No
71Yke0yX9mL,Is the camera cutout visible on the case horizontal or vertical?,Vertical
51MrTIOeJTL,What object is depicted?,Holder
51MrTIOeJTL,How many paper rolls are visible?,Two
51MrTIOeJTL,What color is the paper?,White
51MrTIOeJTL,Is the holder made of metal?,Yes
51MrTIOeJTL,Is the holder attached to a wall?,Yes
51MrTIOeJTL,What shape is the wall mount plate?,Circle
51MrTIOeJTL,What texture does the metal appear to have?,Brushed
51MrTIOeJTL,Does the holding arm have a distinct bend?,Yes
51MrTIOeJTL,Is there a stopper at the end of the arm?,Yes
51MrTIOeJTL,What is the function of this item?,Holding
71qXvJLzyTL,How many pillows are shown?,Four
71qXvJLzyTL,What color are the pillows?,White
71qXvJLzyTL,Are the pillows square?,Yes
71qXvJLzyTL,Do the pillows have a visible pattern?,No
71qXvJLzyTL,Can you see tags on the pillows?,Yes
71qXvJLzyTL,Are the pillows arranged in a grid?,Yes
71qXvJLzyTL,Is the background a different color from the pillows?,No
71qXvJLzyTL,Can you distinguish the fabric texture?,Yes
71qXvJLzyTL,Are the tags a darker shade than the pillows?,Yes
71qXvJLzyTL,Does the image primarily show pillowcases or filled pillows?,Filled
71V+sMFbJgL,What type of footwear is shown?,Boot
71V+sMFbJgL,What is the primary color of the boot?,Grey
71V+sMFbJgL,Does the boot have laces?,Yes
71V+sMFbJgL,Is this a low-cut or mid-cut boot?,Mid
71V+sMFbJgL,Is the boot standing up?,Yes
71V+sMFbJgL,How many pairs of eyelets are visible on the boot?,Two
71V+sMFbJgL,What is the material texture of the boot's upper?,Suede
71V+sMFbJgL,What is the color of the stitching around the sole?,Orange
71V+sMFbJgL,Does the sole appear to be layered?,Yes
71V+sMFbJgL,Is there a pull tab on the back of the boot?,Yes
71cyp-+r4JL,What kind of product is this?,case
71cyp-+r4JL,What time of day is pictured?,sunset
71cyp-+r4JL,Is this a phone cover?,Yes
71cyp-+r4JL,Are there clouds?,Yes
71cyp-+r4JL,Is the item for a mobile?,Yes
71cyp-+r4JL,Is the foreground a cliff?,Yes
71cyp-+r4JL,Does the image show a valley?,Yes
71cyp-+r4JL,Is there grass visible?,Yes
71cyp-+r4JL,Is the scene indoors?,No
71cyp-+r4JL,Is the sky perfectly clear?,No
51aIiVVJWlL,What brand is shown?,Solimo
51aIiVVJWlL,What ingredient is on the left bottle?,Coenzyme
51aIiVVJWlL,What is the dosage of Coenzyme Q-10 in mg?,100
51aIiVVJWlL,What form are the supplements?,Softgels
51aIiVVJWlL,What is the main color on the Vitamin D label?,Yellow
51aIiVVJWlL,How many softgels are there in total?,280
51aIiVVJWlL,What is the Vitamin D dosage in IU?,2000
51aIiVVJWlL,How many softgels are in the CoQ10 bottle?,100
51aIiVVJWlL,How many softgels are in the Vitamin D bottle?,180
51aIiVVJWlL,What category of product is shown?,Supplement
61f4+XOycTL,What color is the armchair?,Grey
61f4+XOycTL,Is there a potted plant visible?,Yes
61f4+XOycTL,What material is the floor made of?,Wood
61f4+XOycTL,How many vertical panes are visible in the window section behind the plant?,Six
61f4+XOycTL,Is the visible rug pattern simple or complex?,Complex
61f4+XOycTL,What is the dominant color in the large rug?,Blue
61f4+XOycTL,Which piece of furniture occupies the most floor space?,Rug
61f4+XOycTL,Is the cushion on the chair solid or patterned?,Patterned
61f4+XOycTL,What type of window appears in the background?,French
61f4+XOycTL,Is the plant placed directly on the floor?,Yes
81ByExBLHhL,What is the first word on the cover?,Sweet
81ByExBLHhL,What building is drawn in the image?,House
