id,question,answer,original_index,predicted_answer,ground_truth_normalized
61Y651V1rzL,Is there a bicycle?,Yes,47499,yes,yes
61Y651V1rzL,Do the pugs wear hats?,Yes,47500,yes,yes
61Y651V1rzL,How many complete or near-complete pugs are visible?,Three,47501,one,three
61Y651V1rzL,What kind of hat are the pugs wearing?,Bowler,47502,top hat,bowler
61Y651V1rzL,How many different types of musical instruments are depicted?,Two,47503,2,two
61Y651V1rzL,What kind of wheel is on the bicycle?,Spoked,47504,black,spoked
61Y651V1rzL,Is any facial hair shown?,Yes,47505,yes,yes
51O8pEIDlLL,What color are the items in the image?,White,47506,white,white
51O8pEIDlLL,How many power strips are shown?,Two,47507,4,two
51O8pEIDlLL,What is the long white item?,Cord,47508,cord,cord
51O8pEIDlLL,Do the power strips have a visible switch?,Yes,47509,yes,yes
51O8pEIDlLL,Are the items black or white?,White,47510,white,white
51O8pEIDlLL,What color is the switch on the power strips?,Red,47511,red,red
51O8pEIDlLL,How many prongs do the visible plugs have?,Three,47512,4,three
51O8pEIDlLL,What type of cable is rolled up?,Extension,47513,power,extension
51O8pEIDlLL,Are these items typically used indoors or outdoors?,Indoor,47514,indoors,indoor
51O8pEIDlLL,What is the primary function of the power strips?,Power,47515,power,power
512OfAaYArL,What color is the flower on the dishes?,red,47516,red,red
512OfAaYArL,What is the main background color of the dishes?,white,47517,white,white
512OfAaYArL,What type of flower is pictured on the dishes?,Poppy,47518,rose,poppy
512OfAaYArL,Are any mugs visible in the image?,no,47519,yes,no
512OfAaYArL,Are the plates round or square?,round,47520,round,round
512OfAaYArL,"Based on the provided text, what brand is associated with this item?",amazonbasics,47521,ikea,amazonbasics
512OfAaYArL,How many distinct types of dishes are clearly visible in the image?,three,47522,4,three
512OfAaYArL,"According to the text, what is a possible material for this dinnerware?",porcelain,47523,porcelain,porcelain
512OfAaYArL,What is the primary color of the lines depicting the flower stems?,sixteen,47524,black,sixteen
512OfAaYArL,"Based on the text, what is a common number of pieces for a dinnerware set?",pieces,47525,8,pieces
91DCpgUsQLL,What type of furniture is in the picture?,Sofa,47526,couch,sofa
91DCpgUsQLL,What is the primary color of the sofa?,Brown,47527,tan,brown
91DCpgUsQLL,How many back cushions are visible on the sofa?,Three,47528,4,three
91DCpgUsQLL,Does the sofa appear to have legs?,Yes,47529,yes,yes
91DCpgUsQLL,Is this piece of furniture a loveseat?,No,47530,yes,no
91DCpgUsQLL,"Based on the text, what material is listed multiple times?",Polypropylene,47531,no idea,polypropylene
91DCpgUsQLL,What style from the list best describes this sofa?,Modern,47532,modern,modern
91DCpgUsQLL,Is this furniture piece a sectional sofa based on the image?,No,47533,yes,no
91DCpgUsQLL,"From the text, what general category does this item belong to?",Furniture,47534,couch,furniture
91DCpgUsQLL,Is this item a bed?,No,47535,no,no
71LHiGBqJhL,What type of phone accessory is this?,Case,47536,phone,case
71LHiGBqJhL,What is the background color?,Black,47537,black,black
71LHiGBqJhL,What color are the larger patterned shapes?,Blue,47538,blue,blue
71LHiGBqJhL,Is there a logo visible on the case?,Yes,47539,yes,yes
71LHiGBqJhL,Does the case cover the front of the phone?,No,47540,yes,no
71LHiGBqJhL,What brand phone is this case designed for?,Motorola,47541,motorola,motorola
71LHiGBqJhL,What type of sensor is likely in the circular cutout below the camera?,Fingerprint,47542,camera,fingerprint
71LHiGBqJhL,How many cameras does the main cutout accommodate?,Two,47543,2,two
71LHiGBqJhL,What geometric shape forms the larger decorative elements?,Star,47544,stars,star
71LHiGBqJhL,"Based on the provided list, what is a possible brand of this case?",Solimo,47545,motorola,solimo
71U2Xplq6PL,What animal is depicted on the phone case?,Kitten,47546,cat,kitten
71U2Xplq6PL,What is the main item shown in the image?,Case,47547,phone,case
71U2Xplq6PL,What color are the kitten's eyes?,Green,47548,green,green
71U2Xplq6PL,What kind of object is the kitten hiding under?,Blanket,47549,phone,blanket
71U2Xplq6PL,Is the case a front cover or a back cover?,Back,47550,back,back
71U2Xplq6PL,What material is listed as a possible composition for this case?,Silicone,47551,plastic,silicone
71U2Xplq6PL,What specific phone model is this case designed for?,Samsung,47552,samsung,samsung
71U2Xplq6PL,"What word describes the style of this cover besides ""Designer""?",Fashion,47553,plaid,fashion
71U2Xplq6PL,What Amazon brand is associated with this item?,Solimo,47554,no,solimo
71U2Xplq6PL,What describes the flexibility of the case material?,Flexible,47555,smooth,flexible
71E2esa97zL,What color is the shoe?,Brown,47556,brown,brown
71E2esa97zL,What type of footwear is shown?,Shoe,47557,sneakers,shoe
71E2esa97zL,How many shoes are in the image?,One,47558,2,one
71E2esa97zL,Is the sole primarily white?,Yes,47559,yes,yes
71E2esa97zL,Is the main material suede?,Yes,47560,yes,yes
71E2esa97zL,What specific stitching style is prominent on the toe area?,Moc,47561,stitched,moc
71E2esa97zL,What type of material detail is visible just above the white sole?,Espadrille,47562,leather,espadrille
71E2esa97zL,Is the brown string on the top a full lace closure?,No,47563,no,no
71E2esa97zL,"What general style of shoe is this, considering its construction?",Loafer,47564,loafer,loafer
71E2esa97zL,What color is the stitching thread used on the upper?,White,47565,white,white
61fj9ezCXzL,What animal is on the phone case?,Rabbit,47566,cat,rabbit
61fj9ezCXzL,What is the main color of the phone case background?,Pink,47567,pink,pink
61fj9ezCXzL,Is the item a mobile cover?,Yes,47568,yes,yes
61fj9ezCXzL,Does the case have a design pattern?,Yes,47569,yes,yes
61fj9ezCXzL,Are the animal's eyes shown as open?,No,47570,yes,no
61fj9ezCXzL,"Based on the camera and sensor cutouts, is this case more likely for a Vivo or a Sony Xperia phone, given the provided options?",Vivo,47571,yes,vivo
61fj9ezCXzL,What is the shape of the fingerprint sensor cutout?,Oval,47572,oval,oval
61fj9ezCXzL,Is this case likely a soft or a hard case?,Hard,47573,soft,hard
61fj9ezCXzL,Does the case appear to be 3D printed?,No,47574,no,no
61fj9ezCXzL,What color are the cheeks of the rabbits?,Yellow,47575,pink,yellow
71CoC7GDi5L,What object is depicted?,Case,47576,phone,case
71CoC7GDi5L,What is the primary color of the case?,Pink,47577,pink,pink
71CoC7GDi5L,Does the case surface look smooth?,No,47578,no,no
71CoC7GDi5L,Which phone brand is indicated for this case?,LG,47579,motorola,lg
71CoC7GDi5L,Is this cover designed for the front or back?,Back,47580,front,back
71CoC7GDi5L,What type of case construction is mentioned?,Hard,47581,metal,hard
71CoC7GDi5L,"Is the keyword ""Huawei"" present in the list?",Yes,47582,no,yes
71CoC7GDi5L,What specific pattern is visible on the case?,Droplets,47583,speckled,droplets
71CoC7GDi5L,What manufacturing process is suggested by the keywords?,Printed,47584,no,printed
71CoC7GDi5L,"Based on the provided text, is this item associated with the brand ""Solimo""?",Yes,47585,no,yes
71iPB5af-sL,What object is shown in the image?,lamp,47586,vase,lamp
71iPB5af-sL,What color is the lamp base?,Black,47587,black,black
71iPB5af-sL,What material is the lamp shade?,Glass,47588,glass,glass
71iPB5af-sL,Is this a table or floor lamp?,Table,47589,table,table
71iPB5af-sL,How many vertical supports does the base have?,Four,47590,3,four
71iPB5af-sL,"Considering the keywords, what room is mentioned as a potential location?",Living,47591,bathroom,living
71iPB5af-sL,"Based on the appearance and keywords, what type of finish does the black base have?",Matte,47592,glossy,matte
71iPB5af-sL,Does the lamp appear to be powered by an electrical cord?,Yes,47593,yes,yes
71iPB5af-sL,"Based on the keywords and bulb style, what design style is suggested?",Farmhouse,47594,modern,farmhouse
71iPB5af-sL,Does the lamp shade appear transparent or opaque?,Transparent,47595,translucent,transparent
71kSh6ROdLL,What color is the shoe?,Black,47596,black,black
71kSh6ROdLL,What kind of footwear is shown?,Shoe,47597,shoes,shoe
71kSh6ROdLL,Is there a decoration on the front?,Yes,47598,no,yes
71kSh6ROdLL,Is the shoe flat?,Yes,47599,yes,yes
71kSh6ROdLL,Does the shoe have laces?,No,47600,no,no
71kSh6ROdLL,What shape is the metal decoration?,Bit,47601,oval,bit
71kSh6ROdLL,What color is the inner lining?,Tan,47602,tan,tan
71kSh6ROdLL,Is the toe shape rounded or pointed?,Rounded,47603,pointed,rounded
71kSh6ROdLL,Does the sole have a visible pattern?,Yes,47604,no,yes
71kSh6ROdLL,Is the shoe material glossy?,No,47605,yes,no
81-hrMBLuSL,What type of object is the main focus of the drawing?,Bicycle,47606,bicycle,bicycle
81-hrMBLuSL,What color is the border surrounding the artwork?,White,47607,white,white
81-hrMBLuSL,Does the image show a bicycle?,Yes,47608,yes,yes
81-hrMBLuSL,What kind of technical document is depicted?,Patent,47609,motorcycle,patent
81-hrMBLuSL,Is the artwork framed?,Yes,47610,yes,yes
81-hrMBLuSL,What year is indicated near the top of the patent?,1909,47611,1955,1909
81-hrMBLuSL,What is the primary color used for the drawing lines?,Brown,47612,black,brown
81-hrMBLuSL,How many wheels are shown on the bicycle?,Two,47613,2,two
81-hrMBLuSL,What is the first letter of the last name on the document?,P,47614,s,p
81-hrMBLuSL,Does the patent mention a gear mechanism?,Yes,47615,yes,yes
71x371FowCL,What item is shown in the image?,Case,47616,cell phone,case
71x371FowCL,What is the main color of the pattern besides white?,Black,47617,black,black
71x371FowCL,Does the case have a design or pattern?,Yes,47618,yes,yes
71x371FowCL,Is this a phone's screen protector?,No,47619,no,no
71x371FowCL,Is there a cutout for a camera?,Yes,47620,yes,yes
71x371FowCL,What kind of pattern is on the case?,Geometric,47621,geometric,geometric
71x371FowCL,What is one material type mentioned for the case?,Hard,47622,plastic,hard
71x371FowCL,What brand is likely compatible based on the cutout and provided information?,Motorola,47623,apple,motorola
71x371FowCL,Is the brand Acer listed in the provided terms?,Yes,47624,yes,yes
71x371FowCL,How might the pattern be described regarding manufacturing?,Printed,47625,modern,printed
71Km27zNKdL,What type of product is shown?,Case,47626,phone,case
71Km27zNKdL,What color is the whale?,Orange,47627,orange,orange
71Km27zNKdL,Is there a lighthouse in the design?,Yes,47628,yes,yes
71Km27zNKdL,What is the color of the sky in the design?,Black,47629,black,black
71Km27zNKdL,Is the whale in the water?,Yes,47630,yes,yes
71Km27zNKdL,What color is the water beneath the whale?,Blue,47631,blue,blue
71Km27zNKdL,What feature is located on the back of the whale in the design?,Lighthouse,47632,it has fins,lighthouse
71Km27zNKdL,What celestial bodies are visible in the sky design?,Stars,47633,moon and stars,stars
71Km27zNKdL,"Based on the provided items, what brand is associated with this product?",Amazon,47634,apple,amazon
71Km27zNKdL,"Based on the shape and cutouts, is this designed for the front or back of a phone?",Back,47635,front,back
81RtJbNMwXL,What object is displayed in the image?,Case,47636,phone,case
81RtJbNMwXL,What is the first word of the text on the case?,Take,47637,take,take
81RtJbNMwXL,What is the color of the writing?,Black,47638,black,black
81RtJbNMwXL,Is this a front cover or a back cover?,Back,47639,back,back
81RtJbNMwXL,What common soft material is listed for this case?,Silicone,47640,plastic,silicone
81RtJbNMwXL,Which specific phone brand is listed in the attributes for this case?,Oppo,47641,apple,oppo
81RtJbNMwXL,What major brand name is associated with this product according to the list?,Amazon,47642,apple,amazon
81RtJbNMwXL,"How is the design applied to this cover, according to the attributes?",Printed,47643,in black and white,printed
81RtJbNMwXL,What specific type of design is mentioned in the attributes?,Designer,47644,graffiti,designer
81RtJbNMwXL,What technical term describes the soft polymer material of the case?,TPU,47645,plastic,tpu
4170En5tZ8L,What brand is on the bottle?,365,47646,coffee,365
4170En5tZ8L,What flavor is this creamer?,Vanilla,47647,vanilla,vanilla
4170En5tZ8L,What color is the bottle's cap?,White,47648,white,white
4170En5tZ8L,What kind of beans are pictured on the label?,Vanilla,47649,coffee,vanilla
4170En5tZ8L,What number is inside the circle on the left?,35,47650,35,35
4170En5tZ8L,What does the number 35 represent?,Servings,47651,speed,servings
4170En5tZ8L,What word is printed on the top band as a descriptor?,Quality,47652,quartus,quality
4170En5tZ8L,What unit of volume is listed in parentheses at the bottom?,mL,47653,25,ml
4170En5tZ8L,What beverage is the creamer intended for?,Coffee,47654,coffee,coffee
4170En5tZ8L,What is the first word of the opening instruction on the top band?,Tear,47655,no,tear
81w9Zovc4uL,What product is shown on the bag?,Chips,47656,sandwich,chips
81w9Zovc4uL,What is the main flavor of the chips?,Pastrami,47657,potato,pastrami
81w9Zovc4uL,What is the brand name?,365,47658,jar,365
81w9Zovc4uL,What type of food is depicted below the text?,Sandwich,47659,sandwich,sandwich
81w9Zovc4uL,Is this product a limited edition?,Yes,47660,no,yes
81w9Zovc4uL,"How many words are in the flavor name ""Pastrami on Rye""?",Three,47661,3,three
81w9Zovc4uL,"What color is the text that says ""Limited Edition""?",White,47662,black,white
81w9Zovc4uL,How many different colors are in the design element in the top left corner?,Four,47663,5,four
81w9Zovc4uL,"What color are the words ""FLAVORED POTATO CHIPS""?",Black,47664,black,black
81w9Zovc4uL,"On which side of the bag is the ""Limited Edition"" text located?",Right,47665,left,right
713OKGo2ulL,What type of product is shown?,case,47666,phone,case
713OKGo2ulL,What letter is on the case?,B,47667,b,b
713OKGo2ulL,What texture is the main part of the case?,denim,47668,denim,denim
713OKGo2ulL,What color are the top and bottom sections?,black,47669,black,black
713OKGo2ulL,Are there metal circles on the central design?,yes,47670,yes,yes
713OKGo2ulL,"Based on the provided text, what phone model is this case for?",realme c3,47671,iphone,realme c3
713OKGo2ulL,"According to the provided list, what brand is this case?",Solimo,47672,samsung,solimo
713OKGo2ulL,Is the design on the case printed?,printed,47673,yes,printed
713OKGo2ulL,Is the camera opening present at the top?,yes,47674,yes,yes
713OKGo2ulL,Is the case described as flexible in the provided items?,yes,47675,no,yes
81isy+Z6wwL,What category of furniture is shown?,Table,47676,table,table
81isy+Z6wwL,What color is this table?,Brown,47677,brown,brown
81isy+Z6wwL,Does this table have round legs?,No,47678,no,no
81isy+Z6wwL,Is the table surface made of wood?,Yes,47679,yes,yes
81isy+Z6wwL,Is this a coffee table?,No,47680,yes,no
81isy+Z6wwL,Is this table described as extendable?,Yes,47681,yes,yes
81isy+Z6wwL,What number indicates the length of the extended table?,80,47682,8,80
81isy+Z6wwL,What style term is associated with this table?,Farmhouse,47683,rustic,farmhouse
81isy+Z6wwL,What is the first word of the table's brand name?,Stone,47684,unknown,stone
81isy+Z6wwL,Does the base design include crossing supports?,Yes,47685,yes,yes
81glLBR9yCL,What type of footwear is depicted?,Boot,47686,boots,boot
81glLBR9yCL,What is the primary color of the boot?,Brown,47687,brown,brown
81glLBR9yCL,Does the boot have laces?,Yes,47688,yes,yes
81glLBR9yCL,Is a single boot shown?,Yes,47689,yes,yes
81glLBR9yCL,Is the boot viewed from the side?,Yes,47690,yes,yes
81glLBR9yCL,What material is the boot upper made of?,Suede,47691,leather,suede
81glLBR9yCL,What shape are the boot laces?,Round,47692,round,round
81glLBR9yCL,Is there visible stitching on the toe?,Yes,47693,yes,yes
81glLBR9yCL,Does the image contain a reflection?,Yes,47694,yes,yes
81glLBR9yCL,How many lace eyelets are visible on this side?,Four,47695,6,four
619kJ0yTMyL,What item of footwear is depicted?,SANDAL,47696,sandal,sandal
619kJ0yTMyL,What is the main color of the sandal?,Tan,47697,brown,tan
619kJ0yTMyL,Is the sole flat?,Yes,47698,no,yes
619kJ0yTMyL,Does the sandal have straps that go around the ankle?,No,47699,no,no
619kJ0yTMyL,Is this sandal likely for casual wear?,Yes,47700,no,yes
619kJ0yTMyL,What type of closure does this sandal have?,,47701,open,nan
619kJ0yTMyL,Are there decorative cutouts on the band?,Yes,47702,yes,yes
619kJ0yTMyL,Is the sole's edge finished with visible stitching?,Yes,47703,yes,yes
619kJ0yTMyL,Does the sandal appear to be a slide sandal?,Yes,47704,yes,yes
619kJ0yTMyL,Are there multiple sandals shown?,No,47705,no,no
71aHT1SP9QL,What is the item shown?,Case,47706,phone,case
71aHT1SP9QL,What color is most prominent at the top?,Blue,47707,blue,blue
71aHT1SP9QL,Is this a front or back cover?,Back,47708,front,back
71aHT1SP9QL,What kind of pattern is on the case?,Abstract,47709,abstract,abstract
71aHT1SP9QL,Are there visible openings on the case?,Yes,47710,yes,yes
71aHT1SP9QL,What feature does the small square cutout likely cover?,Fingerprint,47711,phone,fingerprint
71aHT1SP9QL,Is the case material likely hard or soft?,Hard,47712,hard,hard
71aHT1SP9QL,Can the specific phone model be determined from the image alone?,No,47713,yes,no
71aHT1SP9QL,What phone component fits in the larger cutout?,Camera,47714,camera,camera
71aHT1SP9QL,Is the art style abstract or representational?,Abstract,47715,abstract,abstract
71i0jMbPmnL,What is this item?,LIGHT_FIXTURE,47716,light,light_fixture
71i0jMbPmnL,What color is the metal part?,Negro,47717,black,negro
71i0jMbPmnL,Where is this light used?,Exterior,47718,on wall,exterior
71i0jMbPmnL,Does the fixture have glass?,Yes,47719,yes,yes
71i0jMbPmnL,Is this light Eléctrico?,Yes,47720,yes,yes
71i0jMbPmnL,What feature might this light have?,Sensor,47721,bulb,sensor
71i0jMbPmnL,What Spanish word for mount is listed?,Montura,47722,ceiling,montura
71i0jMbPmnL,What function can this light provide?,Seguridad,47723,light bulb,seguridad
71i0jMbPmnL,Name a suitable location from the list.,Porche,47724,yes,porche
71i0jMbPmnL,What similar fixture type is listed?,Linterna,47725,light,linterna
81kkvejQ0gL,What object is shown?,Case,47726,phone,case
81kkvejQ0gL,Does the pattern have brushstrokes?,Yes,47727,yes,yes
81kkvejQ0gL,What color dominates the upper part?,Blue,47728,blue,blue
81kkvejQ0gL,Are there openings for camera parts?,Yes,47729,yes,yes
81kkvejQ0gL,Is this a phone accessory?,Yes,47730,yes,yes
81kkvejQ0gL,Can the specific phone model be identified?,No,47731,no,no
81kkvejQ0gL,Does the image show a photo?,No,47732,no,no
81kkvejQ0gL,"Based on the design, is the texture smooth?",No,47733,no,no
81kkvejQ0gL,Is the case listed as hard?,Yes,47734,yes,yes
81kkvejQ0gL,Are many colors present in the design?,Yes,47735,yes,yes
61Q1e+DMj9L,What is the object in the image?,Case,47736,phone,case
61Q1e+DMj9L,What letter is on the yellow heart?,D,47737,d,d
61Q1e+DMj9L,What color is the case's background?,Black,47738,pink black and white,black
61Q1e+DMj9L,What shape is the yellow graphic?,Heart,47739,heart,heart
61Q1e+DMj9L,Is the object a phone case?,Yes,47740,yes,yes
61Q1e+DMj9L,"Based on the listed items, which phone brand is most frequently mentioned?",Realme,47741,lg,realme
61Q1e+DMj9L,What material type is listed for the case?,Hard,47742,plastic,hard
61Q1e+DMj9L,What is the function of the item shown?,Protection,47743,to make phone calls,protection
61Q1e+DMj9L,Are there stars on the case?,Yes,47744,yes,yes
61Q1e+DMj9L,Does the image show the front of a phone?,No,47745,yes,no
51iTozKjPNL,What animal is pictured on the case?,Dog,47746,dog,dog
51iTozKjPNL,What object is directly below the animal?,Mug,47747,table,mug
51iTozKjPNL,What color is the heart on the mug?,Red,47748,red,red
51iTozKjPNL,What color is the mustache symbol?,Black,47749,black,black
51iTozKjPNL,What kind of product is shown?,Case,47750,cell phone,case
51iTozKjPNL,"According to the metadata, what phone brand is this case for?",Realme,47751,lg,realme
51iTozKjPNL,What type of emotional sentiment does the heart symbol imply?,Love,47752,love,love
51iTozKjPNL,What primary material is suggested by 'silicon' or 'tpu back cover' metadata?,TPU,47753,plastic,tpu
51iTozKjPNL,"Based on the camera cutout, how many lenses are clearly visible on the phone's camera module?",Four,47754,2,four
51iTozKjPNL,What character precedes the red heart symbol on the mug?,I,47755,mustache,i
61KDVsDmSDL,What color is the main body of the object?,White,47756,white,white
61KDVsDmSDL,What material does the base appear to be made of?,Wood,47757,wood,wood
61KDVsDmSDL,Is the object cylindrical in shape?,Yes,47758,yes,yes
61KDVsDmSDL,Is the base lighter or darker than the top?,Darker,47759,lighter,darker
61KDVsDmSDL,Is this item likely used indoors?,Yes,47760,yes,yes
61KDVsDmSDL,Does this device appear to use flames?,No,47761,no,no
61KDVsDmSDL,Is the base uniformly colored?,No,47762,yes,no
61KDVsDmSDL,Is this device designed to emit sound?,No,47763,yes,no
61KDVsDmSDL,Is this product associated with aromatherapy?,Yes,47764,yes,yes
61KDVsDmSDL,Could this object add moisture to the air?,Yes,47765,yes,yes
71C42hQP5gL,What kind of electronic accessory is pictured?,Case,47766,phone,case
71C42hQP5gL,What shape is visible in the leaf design?,Heart,47767,heart,heart
71C42hQP5gL,What is the primary natural element in the design?,Leaf,47768,leaf,leaf
71C42hQP5gL,What object is shown in the image?,Cover,47769,phone,cover
71C42hQP5gL,What texture is used for the background in the design?,Wood,47770,wood grain,wood
71C42hQP5gL,What brand is potentially associated with the case according to the list?,Solimo,47771,apple,solimo
71C42hQP5gL,What specific model family case is repeatedly listed as a possibility?,Zenfone,47772,nokia,zenfone
71C42hQP5gL,What method of printing is mentioned for this type of cover?,3D,47773,print,3d
71C42hQP5gL,What word describes the physical property mentioned for the case?,Hard,47774,case,hard
71C42hQP5gL,Is the item a phone case for a Xiaomi device?,No,47775,yes,no
711pXDbEijL,What type of shoe is shown?,flat,47776,dress,flat
711pXDbEijL,What color is the shoe?,mauve,47777,pink,mauve
711pXDbEijL,What is the main texture of the shoe upper?,knit,47778,leather,knit
711pXDbEijL,Is this a high heel shoe?,no,47779,no,no
711pXDbEijL,Is this shoe designed for running?,no,47780,no,no
711pXDbEijL,"Based on the provided information, what is the likely material composition of the shoe?",polyester,47781,suede,polyester
711pXDbEijL,What style of flat shoe is specifically mentioned in the list?,ballet,47782,flats,ballet
711pXDbEijL,"According to the item list, what brand is associated with this shoe?",amazon,47783,calvin klein,amazon
711pXDbEijL,"Is the shoe designed for men or women, based on the items?",womens,47784,women,womens
711pXDbEijL,Does the shoe appear to have laces?,no,47785,no,no
81uf15T7CsL,What type of jewelry is shown in the image?,Ring,47786,ring,ring
81uf15T7CsL,What is the main shape of the decorative top part of the ring?,Circle,47787,round,circle
81uf15T7CsL,What color are the stones in the center of the main design?,Black,47788,black,black
81uf15T7CsL,Are there stones set into the ring's band on the sides?,Yes,47789,yes,yes
81uf15T7CsL,What is the primary metal color of the ring?,Silver,47790,silver,silver
81uf15T7CsL,Does the ring appear to have a textured or decorative edge around the central setting?,Yes,47791,textured,yes
81uf15T7CsL,Are there multiple colors of stones visible on the ring?,Yes,47792,no,yes
81uf15T7CsL,Is the design of the main stone setting circular?,Yes,47793,yes,yes
81uf15T7CsL,Are there small stones clustered around the dark central stones?,Yes,47794,yes,yes
81uf15T7CsL,Can the ring be considered a fashion accessory?,Yes,47795,yes,yes
812oIeQD1kL,What object is depicted?,Shoe,47796,shoes,shoe
812oIeQD1kL,What color is the shoe?,Tan,47797,brown,tan
812oIeQD1kL,What is the primary material?,Leather,47798,leather,leather
812oIeQD1kL,Is the shown shoe for men?,Yes,47799,yes,yes
812oIeQD1kL,Does the shoe have traditional laces?,No,47800,no,no
812oIeQD1kL,Is this specific shoe a black color according to the provided text?,No,47801,no,no
812oIeQD1kL,"Based on the text labels, is this shoe considered only formal?",No,47802,yes,no
812oIeQD1kL,What brand is mentioned for this shoe?,Symbol,47803,unknown,symbol
812oIeQD1kL,Can this shoe be considered casual based on the text?,Yes,47804,no,yes
812oIeQD1kL,Does the text contradict itself regarding the shoe's color?,Yes,47805,no,yes
71LS8Mr4JnL,What pattern is visible on the fabric?,Chevron,47806,leaves,chevron
71LS8Mr4JnL,What is the primary color of the fabric?,Grey,47807,gray,grey
71LS8Mr4JnL,How many distinct items are shown in the image?,Two,47808,2,two
71LS8Mr4JnL,Are the items presented in a folded state?,Yes,47809,yes,yes
71LS8Mr4JnL,Is the background the items are placed on light or dark?,Light,47810,light,light
71LS8Mr4JnL,Are these items likely made of a soft material?,Soft,47811,yes,soft
71LS8Mr4JnL,"Based on the category, are these items likely used for sleeping?",Yes,47812,yes,yes
71LS8Mr4JnL,Is the chevron pattern oriented vertically or diagonally?,Diagonally,47813,diagonally,diagonally
71LS8Mr4JnL,Do the edges of the fabric appear finished?,Yes,47814,yes,yes
71LS8Mr4JnL,Is the pattern consistent across both visible items?,Yes,47815,yes,yes
81JY7sIKVmL,What type of footwear is this?,Shoes,47816,sneakers,shoes
81JY7sIKVmL,What is the main color of the shoe upper?,Grey,47817,gray,grey
81JY7sIKVmL,Are there laces on the shoe?,Yes,47818,yes,yes
81JY7sIKVmL,What color is the sole?,White,47819,white,white
81JY7sIKVmL,Which direction is the shoe pointing?,Right,47820,left,right
81JY7sIKVmL,What style of shoe is this?,Boat,47821,tennis,boat
81JY7sIKVmL,How many lace eyelets are visible on the shoe's side?,Two,47822,4,two
81JY7sIKVmL,What color is the thin stripe above the sole?,Blue,47823,blue,blue
81JY7sIKVmL,Is the stitching on the toe box seam prominent?,Yes,47824,yes,yes
81JY7sIKVmL,Does the shoe appear to be made of leather?,No,47825,yes,no
817ec0MfwvL,What color is the object?,Red,47826,red,red
817ec0MfwvL,What word is written on the case?,Queen,47827,yes,queen
817ec0MfwvL,What shape is above the word?,Crown,47828,crown,crown
817ec0MfwvL,What pattern is on the case background?,Glitter,47829,diamonds,glitter
817ec0MfwvL,Is the object a complete phone?,No,47830,no,no
817ec0MfwvL,Does the case appear to be soft?,No,47831,no,no
817ec0MfwvL,What type of phone accessory is shown?,Case,47832,phone,case
817ec0MfwvL,Does this case cover the front screen?,No,47833,yes,no
817ec0MfwvL,Is any specific brand name visible on the case?,No,47834,yes,no
817ec0MfwvL,Does the design look flat or textured?,Textured,47835,textured,textured
71hoY2aBk5L,What type of phone accessory is shown?,Case,47836,phone,case
71hoY2aBk5L,What is the color of the phone case itself?,Black,47837,black,black
71hoY2aBk5L,"What word is written below ""Girl""?",BOSS,47838,no,boss
71hoY2aBk5L,Does the writing appear glittery?,Yes,47839,yes,yes
71hoY2aBk5L,What material is mentioned in the keywords that is soft?,Silicone,47840,leather,silicone
71hoY2aBk5L,For which phone brand is this case made?,Realme,47841,samsung,realme
71hoY2aBk5L,What category of case is mentioned besides 'Back Cover'?,Designer,47842,case,designer
71hoY2aBk5L,Is this the front or back view of the case?,Back,47843,front,back
71hoY2aBk5L,"Based on the keywords, what is a primary design characteristic?",Fashion,47844,no,fashion
71hoY2aBk5L,Which technical material keyword is listed for the case?,TPU,47845,metal,tpu
81ZX3vDoFML,What object is shown?,Case,47846,phone,case
81ZX3vDoFML,What is the main color?,White,47847,white,white
81ZX3vDoFML,Does it have a smooth surface?,No,47848,no,no
81ZX3vDoFML,Is there a camera cutout?,Yes,47849,yes,yes
81ZX3vDoFML,Is there a bottom cutout?,Yes,47850,yes,yes
81ZX3vDoFML,What does the texture look like?,Wood,47851,grainy,wood
81ZX3vDoFML,What is the rectangular opening for?,Buttons,47852,phone,buttons
81ZX3vDoFML,How many camera lenses are visible?,One,47853,2,one
81ZX3vDoFML,Is the texture flat?,No,47854,no,no
81ZX3vDoFML,Which part of a phone does this protect?,Back,47855,screen,back
71Sdn69S5YL,What color is the bangle?,Silver,47856,silver,silver
71Sdn69S5YL,What type of jewelry item is shown?,Bangle,47857,watch,bangle
71Sdn69S5YL,Is there text engraved on the bangle?,Yes,47858,yes,yes
71Sdn69S5YL,What material does the bangle appear to be made of?,Silver,47859,metal,silver
71Sdn69S5YL,Is the engraved text easy to read?,Yes,47860,no,yes
71Sdn69S5YL,What is the common name of the prayer inscribed?,Lord's,47861,serenity,lords
71Sdn69S5YL,Who is the primary recipient suggested by the keywords?,Women,47862,dr hans steffen,women
71Sdn69S5YL,What is one word visible on the upper part of the bangle?,trespasses,47863,never,trespasses
71Sdn69S5YL,What type of event is suggested by keywords like 'valentines day' and 'mother's day'?,Occasion,47864,wedding,occasion
71Sdn69S5YL,"What word follows ""our daily"" on the bangle?",bread,47865,every day,bread
61vzj7cuySL,What item is shown in the picture?,Case,47866,phone,case
61vzj7cuySL,How many large butterflies are visible?,Two,47867,2,two
61vzj7cuySL,What color is the background?,Blue,47868,blue,blue
61vzj7cuySL,Is there a reflection in the water?,Yes,47869,yes,yes
61vzj7cuySL,Are there sparkles or dots of light in the image?,Yes,47870,yes,yes
61vzj7cuySL,Does the image show any part of an actual phone?,No,47871,no,no
